Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	4/68	0.09496133628222713785049791113124229013919830322265625	0.356494196862787104951308947420329786837100982666015625	0.1371215740884327571880163532114238478243350982666015625	0.532217635021205115464226764743216335773468017578125	0.2304129903056514	-0.542457952117333	ATP6AP1;MAPK14;ATP6V1F;HBEGF
Platelet activation_Homo sapiens_hsa04611	5/122	0.2001414771949510951198902830583392642438411712646484375	0.5190937029395994439795458674780093133449554443359375	0.27341693133231681489547781893634237349033355712890625	0.67325244381828552864277526168734766542911529541015625	0.379499034410591	-0.6105117763231035	ROCK1;PIK3R1;MAPK14;ACTB;MYL12B
Neurotrophin signaling pathway_Homo sapiens_hsa04722	5/120	0.1912790228829006899946563180492375977337360382080078125	0.5093360027928401922991952233132906258106231689453125	0.26282183834405536959621940695797093212604522705078125	0.6721705097162580244685159414075314998626708984375	0.3715815474859823	-0.6146040781738665	NRAS;MAP2K2;PIK3R1;MAPK14;ATF4
Bile secretion_Homo sapiens_hsa04976	4/71	0.1069757923543589173132062342119752429425716400146484375	0.388848515065844335669709153080475516617298126220703125	0.152387948291035135728321847636834718286991119384765625	0.5539180977563022967302686083712615072727203369140625	0.28775185570368694	-0.6431693400246864	ABCC3;RXRA;ATP1A2;SLC4A4
Cell cycle_Homo sapiens_hsa04110	2/124	0.827553680173868766445366418338380753993988037109375	0.885559779251476442141211009584367275238037109375	0.8677858654228740586944468304864130914211273193359375	0.92033069792459543112528308483888395130634307861328125	3.6514029515948856	-0.6911423104063531	CCND2;CCND1
Shigellosis_Homo sapiens_hsa05131	4/65	0.0836282910160588699444161875362624414265155792236328125	0.3322156394642841181763515123748220503330230712890625	0.1225209334131356631036879889506963081657886505126953125	0.5137658973962924147116382300737313926219940185546875	0.2809475527091856	-0.6971357860138437	ARPC2;ROCK1;MAPK14;ACTB
Lysosome_Homo sapiens_hsa04142	5/123	0.204624473385119409751808916553272865712642669677734375	0.5206556045021371037506696666241623461246490478515625	0.27874886008164534434428105669212527573108673095703125	0.6790796697733700870713846597936935722827911376953125	0.4612303139205514	-0.7317782457577097	CD63;ATP6AP1;FUCA1;GAA;SUMF1
Pertussis_Homo sapiens_hsa05133	1/75	0.855877481409995422012570998049341142177581787109375	0.8990639598297658352521466440521180629730224609375	0.88219639156075368990883589503937400877475738525390625	0.93098144547194749964802440445055253803730010986328125	5.248289171370847	-0.8167809690507732	MAPK14
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100	4/78	0.1374659477427094544932373310075490735471248626708984375	0.434304460236572709153080040778149850666522979736328125	0.1902959716240620047233988998414133675396442413330078125	0.59695585619055069326321927292156033217906951904296875	0.4329137828339588	-0.8590650390888733	ARPC2;PIK3R1;SEPT2;ACTB
Carbon metabolism_Homo sapiens_hsa01200	2/113	0.7862842722150180652107565038022585213184356689453125	0.85336065562672580586678350300644524395465850830078125	0.831750415651644647851981062558479607105255126953125	0.9015470286415097067589385915198363363742828369140625	3.7210285856287615	-0.8946725126538391	H6PD;PGP
cAMP signaling pathway_Homo sapiens_hsa04024	7/199	0.2447896217524998807579805770728853531181812286376953125	0.543801666794213378608446873840875923633575439453125	0.341953648114056374396341198007576167583465576171875	0.71379631075563454434274035520502366125583648681640625	0.6660694715145844	-0.9373969497751544	CREB3;MAP2K2;ROCK1;RRAS2;ATP1A2;ADRB1;PIK3R1
Dopaminergic synapse_Homo sapiens_hsa04728	5/129	0.2321846976369482951074729726315126754343509674072265625	0.543801666794213378608446873840875923633575439453125	0.311141149262177119094729960124823264777660369873046875	0.6966818867248247837409280691645108163356781005859375	0.6423354160771294	-0.9379523788654958	CREB3;PPP2R3A;MAPK14;GNG11;ATF4
Serotonergic synapse_Homo sapiens_hsa04726	2/112	0.78213111398965284859485791457700543105602264404296875	0.85289535763633572695852080869372002780437469482421875	0.8280710104923176828606301569379866123199462890625	0.9015470286415097067589385915198363363742828369140625	3.876292194304014	-0.9525324738652338	NRAS;GNG11
Inositol phosphate metabolism_Homo sapiens_hsa00562	1/71	0.84016186758099864473336992887197993695735931396484375	0.89072716516689209864665599525324068963527679443359375	0.86808485044415995002253794154967181384563446044921875	0.92033069792459543112528308483888395130634307861328125	5.564600189694683	-0.9691346988010218	INPP4A
RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622	1/70	0.835972711024472570073839960969053208827972412109375	0.8904081433702522030415593690122477710247039794921875	0.86430172394687243553335065371356904506683349609375	0.92033069792459543112528308483888395130634307861328125	5.5129035457898725	-0.9876879884439523	MAPK14
Viral carcinogenesis_Homo sapiens_hsa05203	7/205	0.26803058075613106492340875774971209466457366943359375	0.56311011920324782753510817201458849012851715087890625	0.369174978973104195301147001373465172946453094482421875	0.71379631075563454434274035520502366125583648681640625	0.764981008629664	-1.0072154561592777	CREB3;NRAS;CCND2;CCND1;PIK3R1;JAK1;ATF4
TGF-beta signaling pathway_Homo sapiens_hsa04350	4/84	0.166038766145608196467264860984869301319122314453125	0.46369362740663755406700374805950559675693511962890625	0.2249036586144615712523631145813851617276668548583984375	0.628084607594045163381224483600817620754241943359375	0.5799116084031452	-1.0412510022810937	ZFYVE16;ROCK1;ID2;ID4
Wnt signaling pathway_Homo sapiens_hsa04310	3/142	0.70436977186498939129677410164731554687023162841796875	0.81759319684896436530863184088957495987415313720703125	0.7693258785231209540000918423174880445003509521484375	0.8678602274965256935246316061238758265972137451171875	3.0216123385628113	-1.0589295330804058	CCND2;CCND1;DVL1
Complement and coagulation cascades_Homo sapiens_hsa04610	4/79	0.1420818536751099203652159985722391866147518157958984375	0.434304460236572709153080040778149850666522979736328125	0.195942399270846279168978298912406899034976959228515625	0.59696250566578701324260691762901842594146728515625	0.556292544475814	-1.085522543170959	CFD;F12;C9;PLAT
Osteoclast differentiation_Homo sapiens_hsa04380	5/132	0.24634538684180184997529750035027973353862762451171875	0.543801666794213378608446873840875923633575439453125	0.327538242406139545881416097472538240253925323486328125	0.70099306085052293102677367642172612249851226806640625	0.7758218485327079	-1.0869424818751907	NCF1;CYBA;PIK3R1;MAPK14;JAK1
Pyrimidine metabolism_Homo sapiens_hsa00240	2/105	0.75103536756709543542598339627147652208805084228515625	0.8347938007971416052299673538072966039180755615234375	0.8002412324519634356789765661233104765415191650390625	0.876819340820572445949210305116139352321624755859375	3.806046045712222	-1.089680628788592	POLR3D;POLE3
Tuberculosis_Homo sapiens_hsa05152	4/178	0.66718825134430870260615620281896553933620452880859375	0.81366456946892551371774970903061330318450927734375	0.74583516709193287130830185560625977814197540283203125	0.8678602274965256935246316061238758265972137451171875	2.726821306350052	-1.1034983275802104	CEBPB;ATP6AP1;MAPK14;JAK1
Endocytosis_Homo sapiens_hsa04144	6/259	0.64851777549330247296666129841469228267669677734375	0.8027598410160339259533657241263426840305328369140625	0.74649855837468492847364132103393785655498504638671875	0.8678602274965256935246316061238758265972137451171875	2.553661873631274	-1.1059037893306671	DAB2;ZFYVE16;ARPC2;CHMP2A;ADRB1;VPS36
Glucagon signaling pathway_Homo sapiens_hsa04922	2/101	0.7316038440505590045859207748435437679290771484375	0.81759319684896436530863184088957495987415313720703125	0.7826124024412435264963505687774159014225006103515625	0.87423531784899888297246661750250495970249176025390625	3.71378183473235	-1.1606166455935234	CREB3;ATF4
mRNA surveillance pathway_Homo sapiens_hsa03015	4/91	0.201743840880455660435899289950612001121044158935546875	0.5190937029395994439795458674780093133449554443359375	0.267107058446198586398878660475020296871662139892578125	0.6721705097162580244685159414075314998626708984375	0.728887114982328	-1.1667707876366622	UPF2;UPF1;NCBP2;PPP2R3A
Tight junction_Homo sapiens_hsa04530	5/139	0.28018543805954021497228723092121072113513946533203125	0.57334849022423528541736459374078549444675445556640625	0.366091552772232320389633741797297261655330657958984375	0.71379631075563454434274035520502366125583648681640625	0.921967205493817	-1.1730222096032068	NRAS;RRAS2;CLDN2;ACTB;MYL12B
Systemic lupus erythematosus_Homo sapiens_hsa05322	3/135	0.67153975384116559865788076422177255153656005859375	0.81366456946892551371774970903061330318450927734375	0.739474870452745403071048713172785937786102294921875	0.8678602274965256935246316061238758265972137451171875	2.948942187082636	-1.1742158843710688	SSB;SNRPD1;C9
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914	4/98	0.239466268344876775930885060006403364241123199462890625	0.543801666794213378608446873840875923633575439453125	0.310605655370260247405411746512982062995433807373046875	0.6966818867248247837409280691645108163356781005859375	0.8296031980926089	-1.185787286733095	HSP90AA1;HSP90AB1;PIK3R1;MAPK14
Influenza A_Homo sapiens_hsa05164	6/175	0.2875419779442494050414325101883150637149810791015625	0.5750203406814098361365950040635652840137481689453125	0.383305998282610804750447641708888113498687744140625	0.71948420989113015533433781456551514565944671630859375	0.9561157060148104	-1.1916896311246552	MAP2K2;FURIN;PIK3R1;MAPK14;ACTB;JAK1
Rap1 signaling pathway_Homo sapiens_hsa04015	5/211	0.6258771999383252460091853208723478019237518310546875	0.7918556838998700442289191414602100849151611328125	0.7176492350796348507202537803095765411853790283203125	0.8678602274965256935246316061238758265972137451171875	2.561600220021462	-1.2003686638477862	NRAS;MAP2K2;PIK3R1;MAPK14;ACTB
Retrograde endocannabinoid signaling_Homo sapiens_hsa04723	2/101	0.7316038440505590045859207748435437679290771484375	0.81759319684896436530863184088957495987415313720703125	0.7826124024412435264963505687774159014225006103515625	0.87423531784899888297246661750250495970249176025390625	3.891149949171612	-1.2160470384320354	MAPK14;GNG11
MicroRNAs in cancer_Homo sapiens_hsa05206	8/297	0.485574019336685036574152718458208255469799041748046875	0.71451253163232220089184920652769505977630615234375	0.610516380762334165410720743238925933837890625	0.8158470883637918280584244712372310459613800048828125	1.7150777926137795	-1.2390125752168415	NOTCH2;NRAS;CCND2;MAP2K2;CCND1;ROCK1;EZR;FOXP1
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750	2/98	0.71619793962589894942283308409969322383403778076171875	0.81759319684896436530863184088957495987415313720703125	0.7685132780258892015723404256277717649936676025390625	0.8678602274965256935246316061238758265972137451171875	3.7499992401692133	-1.251744864753809	PIK3R1;MAPK14
Alcoholism_Homo sapiens_hsa05034	6/179	0.305217078433151656202682033836026675999164581298828125	0.58735051227892209890768526747706346213817596435546875	0.40320173408591009067691857126192189753055572509765625	0.73280315163232867536891035342705436050891876220703125	1.0551059001708134	-1.2521279593557348	CREB3;NRAS;SLC29A1;GNG11;CAMKK2;ATF4
Phosphatidylinositol signaling system_Homo sapiens_hsa04070	2/98	0.71619793962589894942283308409969322383403778076171875	0.81759319684896436530863184088957495987415313720703125	0.7685132780258892015723404256277717649936676025390625	0.8678602274965256935246316061238758265972137451171875	3.7827001825330484	-1.2626603967459418	INPP4A;PIK3R1
Cytosolic DNA-sensing pathway_Homo sapiens_hsa04623	1/64	0.80843402304927336476936261533410288393497467041015625	0.8691614614003924099705500339041464030742645263671875	0.8392260628125962629297873718314804136753082275390625	0.90226651823513870365189859512611292302608489990234375	6.07559648682547	-1.292013306818923	POLR3D
Circadian entrainment_Homo sapiens_hsa04713	2/95	0.70005652190161382630861908182851038873195648193359375	0.81759319684896436530863184088957495987415313720703125	0.7536296546836183107842543904553167521953582763671875	0.8678602274965256935246316061238758265972137451171875	3.7011961620412825	-1.3198250904596878	NOS1AP;GNG11
Axon guidance_Homo sapiens_hsa04360	3/127	0.63084344754183152570448100959765724837779998779296875	0.79375356861032653199572450830601155757904052734375	0.7017312633443710812031213208683766424655914306640625	0.8678602274965256935246316061238758265972137451171875	2.874059874236991	-1.3240723408201893	SEMA4A;NRAS;ROCK1
MAPK signaling pathway_Homo sapiens_hsa04010	7/255	0.4733297811510670527468391810543835163116455078125	0.71451253163232220089184920652769505977630615234375	0.590044056633554081514603240066207945346832275390625	0.8028583651661229669826980170910246670246124267578125	1.7702548021790265	-1.324084953979812	NRAS;MAP2K2;MKNK2;RRAS2;MAPT;MAPK14;ATF4
Hippo signaling pathway_Homo sapiens_hsa04390	5/153	0.3500540190588783406866468794760294258594512939453125	0.61977311742317786613654106986359693109989166259765625	0.443107804507242686309353985052439384162425994873046875	0.766092925661725043795513556688092648983001708984375	1.29441498598999	-1.3587057257637192	CCND2;CCND1;ID2;DVL1;ACTB
Melanogenesis_Homo sapiens_hsa04916	4/100	0.250535661966541367551286612069816328585147857666015625	0.5464063484794092762086847869795747101306915283203125	0.32317719008335965558131874786340631544589996337890625	0.70099306085052293102677367642172612249851226806640625	0.9984449770728859	-1.3820016142368703	CREB3;NRAS;MAP2K2;DVL1
Synaptic vesicle cycle_Homo sapiens_hsa04721	1/63	0.80341512857669405978100485299364663660526275634765625	0.86783992662293829578601389584946446120738983154296875	0.83461995664628851887556493238662369549274444580078125	0.9015470286415097067589385915198363363742828369140625	6.349561966005586	-1.389815785040189	ATP6V1F
Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650	4/135	0.45096725540481175098506128051667474210262298583984375	0.71451253163232220089184920652769505977630615234375	0.53806067711317873136778189291362650692462921142578125	0.8028583651661229669826980170910246670246124267578125	1.7632730996720127	-1.4042011293526877	ZAP70;NRAS;MAP2K2;PIK3R1
Measles_Homo sapiens_hsa05162	4/136	0.4565856638977121573219619676820002496242523193359375	0.71451253163232220089184920652769505977630615234375	0.5437676080981816983950238864053972065448760986328125	0.8028583651661229669826980170910246670246124267578125	1.799518520255585	-1.4107846272167213	CCND2;CCND1;PIK3R1;JAK1
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514	4/142	0.489860979594442580431490341652533970773220062255859375	0.71451253163232220089184920652769505977630615234375	0.57723265931054001942612785569508560001850128173828125	0.8028583651661229669826980170910246670246124267578125	1.9814700337724547	-1.414043679183007	ALCAM;ITGA4;CLDN2;PTPRF
Ras signaling pathway_Homo sapiens_hsa04014	7/227	0.357249133187159284563705341497552581131458282470703125	0.61977311742317786613654106986359693109989166259765625	0.469227774048620371871720635681413114070892333984375	0.78331940621185325301922830476542003452777862548828125	1.3797981754158655	-1.42025646369986	ZAP70;NRAS;MAP2K2;ABL2;RRAS2;PIK3R1;GNG11
Jak-STAT signaling pathway_Homo sapiens_hsa04630	5/158	0.375323541305916330568237526676966808736324310302734375	0.6414111265601107891853871478815563023090362548828125	0.47016672640601708810237369107198901474475860595703125	0.78331940621185325301922830476542003452777862548828125	1.4503846738346062	-1.4213288974574663	CCND2;CCND1;CSF2RB;PIK3R1;JAK1
Rheumatoid arthritis_Homo sapiens_hsa05323	2/90	0.67147052921154537497017145142308436334133148193359375	0.81366456946892551371774970903061330318450927734375	0.7270037436380238915489826467819511890411376953125	0.8678602274965256935246316061238758265972137451171875	3.580137036255297	-1.4259154235822504	ATP6AP1;ATP6V1F
Phospholipase D signaling pathway_Homo sapiens_hsa04072	4/144	0.5007678798621937321655650521279312670230865478515625	0.71451253163232220089184920652769505977630615234375	0.58807756452679627034996201473404653370380401611328125	0.8028583651661229669826980170910246670246124267578125	2.0792412496205515	-1.4380294444078674	NRAS;MAP2K2;RRAS2;PIK3R1
Insulin resistance_Homo sapiens_hsa04931	4/109	0.301475404406614078123283206878113560378551483154296875	0.58735051227892209890768526747706346213817596435546875	0.37999691742333452371127577862353064119815826416015625	0.7191677197515999875321313083986751735210418701171875	1.2133542000590565	-1.4548927907931888	CREB3;SREBF1;PIK3R1;PTPRF
Chagas disease (American trypanosomiasis)_Homo sapiens_hsa05142	4/104	0.272979111419425379825298705327440984547138214111328125	0.5682928774095310497926902826293371617794036865234375	0.34841496952339101600415460779913701117038726806640625	0.71379631075563454434274035520502366125583648681640625	1.1311406410017484	-1.46862776454202	ACE;CALR;PIK3R1;MAPK14
Vascular smooth muscle contraction_Homo sapiens_hsa04270	3/120	0.5924788556690347984812206050264649093151092529296875	0.76654044038536139904493893482140265405178070068359375	0.66543621316998036174794606267823837697505950927734375	0.846582737866252710290382310631684958934783935546875	2.904916066868876	-1.5205495369083444	MAP2K2;ROCK1;ADRA1B
Chemokine signaling pathway_Homo sapiens_hsa04062	5/187	0.5187146765369561318692603890667669475078582763671875	0.71451253163232220089184920652769505977630615234375	0.6163386300739561729500337605713866651058197021484375	0.8158470883637918280584244712372310459613800048828125	2.3257234596400074	-1.5266079097403393	NRAS;NCF1;ROCK1;PIK3R1;GNG11
Toxoplasmosis_Homo sapiens_hsa05145	3/118	0.58105587286853122019891770833055488765239715576171875	0.75603292549371381436884576032753102481365203857421875	0.65449976482079186279605664822156541049480438232421875	0.83896779154537914902078910017735324800014495849609375	2.9421398656005593	-1.5973123294023777	PIK3R1;MAPK14;JAK1
HIF-1 signaling pathway_Homo sapiens_hsa04066	3/103	0.489306712922790987274623830671771429479122161865234375	0.71451253163232220089184920652769505977630615234375	0.56456965016544824464972407440654933452606201171875	0.8028583651661229669826980170910246670246124267578125	2.2728363569535217	-1.6245456090780634	MAP2K2;MKNK2;PIK3R1
Toll-like receptor signaling pathway_Homo sapiens_hsa04620	3/106	0.50846060574806373200118514432688243687152862548828125	0.71451253163232220089184920652769505977630615234375	0.5836466534447464216128764746827073395252227783203125	0.8028583651661229669826980170910246670246124267578125	2.448333958112876	-1.6559736114093713	MAP2K2;PIK3R1;MAPK14
Choline metabolism in cancer_Homo sapiens_hsa05231	3/101	0.47633764973118342123115098729613237082958221435546875	0.71451253163232220089184920652769505977630615234375	0.55156269610355102006593597252503968775272369384765625	0.8028583651661229669826980170910246670246124267578125	2.281321891542962	-1.6918929401562461	NRAS;MAP2K2;PIK3R1
Staphylococcus aureus infection_Homo sapiens_hsa05150	1/56	0.764410399562512221649512866861186921596527099609375	0.8375597200948099452233464035089127719402313232421875	0.798485381976964614381131468690000474452972412109375	0.876819340820572445949210305116139352321624755859375	6.590362713881821	-1.7705039867690047	CFD
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666	3/93	0.42305553289818786932841021553031168878078460693359375	0.687090191728262578152452988433651626110076904296875	0.497361735408378413669794326779083348810672760009765625	0.8028583651661229669826980170910246670246124267578125	2.113034335691992	-1.8177416437896745	ARPC2;NCF1;PIK3R1
Legionellosis_Homo sapiens_hsa05134	1/55	0.758240657492600167444152248208411037921905517578125	0.8347938007971416052299673538072966039180755615234375	0.7927187140120481867455737301497720181941986083984375	0.876819340820572445949210305116139352321624755859375	6.796312132893781	-1.8809096510604006	EEF1G
Basal cell carcinoma_Homo sapiens_hsa05217	1/55	0.758240657492600167444152248208411037921905517578125	0.8347938007971416052299673538072966039180755615234375	0.7927187140120481867455737301497720181941986083984375	0.876819340820572445949210305116139352321624755859375	7.0592425079620975	-1.9536768033560319	DVL1
Salivary secretion_Homo sapiens_hsa04970	3/89	0.3957189958655706885082281587528996169567108154296875	0.66632095627364484879961992191965691745281219482421875	0.469073374012517529951793449072283692657947540283203125	0.78331940621185325301922830476542003452777862548828125	2.1643284706315784	-2.0064427129050895	ATP1A2;ADRB1;ADRA1B
Dilated cardiomyopathy_Homo sapiens_hsa05414	3/90	0.4025883957806808410850862856023013591766357421875	0.6687455312241372684667339854058809578418731689453125	0.476212938833141807837279202431091107428073883056640625	0.78331940621185325301922830476542003452777862548828125	2.218622239302591	-2.018592565839403	ITGA4;ADRB1;ACTB
Gap junction_Homo sapiens_hsa04540	3/88	0.38882886496118851393788418135954998433589935302734375	0.65956896352675686845401514801778830587863922119140625	0.46189122288343609223915109396330080926418304443359375	0.78331940621185325301922830476542003452777862548828125	2.177404474640536	-2.0568110355319815	NRAS;MAP2K2;ADRB1
Biosynthesis of amino acids_Homo sapiens_hsa01230	2/74	0.56520980805111731282153186839423142373561859130859375	0.74386808071095333882993827501195482909679412841796875	0.62528770034333558403005781656247563660144805908203125	0.81823361930642202199948087582015432417392730712890625	3.7986948809821506	-2.1673767988581325	MAT2A;MAT1A
Long-term potentiation_Homo sapiens_hsa04720	3/66	0.2361655450382630638817005319651798345148563385009765625	0.543801666794213378608446873840875923633575439453125	0.297003873633372272866637331389938481152057647705078125	0.68700896022264890117270397240645252168178558349609375	1.514627675029628	-2.1859443729424295	NRAS;MAP2K2;ATF4
Insulin secretion_Homo sapiens_hsa04911	3/85	0.3680518899033342616888830889365635812282562255859375	0.63371340442002666026866108950343914330005645751953125	0.440104988857615453401450622550328262150287628173828125	0.766092925661725043795513556688092648983001708984375	2.1956005508576486	-2.194571572958002	CREB3;ATP1A2;ATF4
ECM-receptor interaction_Homo sapiens_hsa04512	3/82	0.3471548423989319065441350176115520298480987548828125	0.61977311742317786613654106986359693109989166259765625	0.41799509274699320204859986915835179388523101806640625	0.74202229642683281696236008428968489170074462890625	2.085233169253962	-2.206144094349108	ITGA4;COL4A4;COL4A3
Central carbon metabolism in cancer_Homo sapiens_hsa05230	3/67	0.24296519268400740276803162487340159714221954345703125	0.543801666794213378608446873840875923633575439453125	0.30460207717620890743859263238846324384212493896484375	0.6966818867248247837409280691645108163356781005859375	1.560087177690741	-2.2072691962104027	NRAS;MAP2K2;PIK3R1
Aldosterone synthesis and secretion_Homo sapiens_hsa04925	3/81	0.3401718654282206433236979137291200459003448486328125	0.61977311742317786613654106986359693109989166259765625	0.410561881430105135581953845758107490837574005126953125	0.73941702260943553692840168878319673240184783935546875	2.050334584906732	-2.210884604538435	CREB3;CAMK1D;ATF4
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213	3/64	0.222672282719775627146674423784133978188037872314453125	0.543801666794213378608446873840875923633575439453125	0.281846768763059862816788836425985209643840789794921875	0.67939905312358650490978106972761452198028564453125	1.473078698576636	-2.212644005818636	NRAS;PIK3R1;CRYAB
Protein export_Homo sapiens_hsa03060	3/23	0.0198796790403193736340714536936502554453909397125244140625	0.1524478265414704047930882779837702400982379913330078125	0.03378131632176055443306239567391457967460155487060546875	0.274674415402210936321125700487755239009857177734375	0.5690409259902125	-2.22953491010901	SRP19;SRPR;SRP9
B cell receptor signaling pathway_Homo sapiens_hsa04662	3/73	0.284318364383946808882086543235345743596553802490234375	0.5750203406814098361365950040635652840137481689453125	0.35026650191729624683745214497321285307407379150390625	0.71379631075563454434274035520502366125583648681640625	1.7740153282752937	-2.231109301597895	NRAS;MAP2K2;PIK3R1
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014	1/51	0.73190657359841793105914575789938680827617645263671875	0.81759319684896436530863184088957495987415313720703125	0.76796319228756126928914227391942404210567474365234375	0.8678602274965256935246316061238758265972137451171875	7.235829349931626	-2.2583197412889997	MAPK14
Pancreatic cancer_Homo sapiens_hsa05212	3/66	0.2361655450382630638817005319651798345148563385009765625	0.543801666794213378608446873840875923633575439453125	0.297003873633372272866637331389938481152057647705078125	0.68700896022264890117270397240645252168178558349609375	1.573136560893181	-2.2703856993020994	CCND1;PIK3R1;JAK1
Renal cell carcinoma_Homo sapiens_hsa05211	3/66	0.2361655450382630638817005319651798345148563385009765625	0.543801666794213378608446873840875923633575439453125	0.297003873633372272866637331389938481152057647705078125	0.68700896022264890117270397240645252168178558349609375	1.5895520110129273	-2.294076842287371	NRAS;MAP2K2;PIK3R1
Mineral absorption_Homo sapiens_hsa04978	1/51	0.73190657359841793105914575789938680827617645263671875	0.81759319684896436530863184088957495987415313720703125	0.76796319228756126928914227391942404210567474365234375	0.8678602274965256935246316061238758265972137451171875	7.4787463538180585	-2.3341347223839715	ATP1A2
Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412	2/74	0.56520980805111731282153186839423142373561859130859375	0.74386808071095333882993827501195482909679412841796875	0.62528770034333558403005781656247563660144805908203125	0.81823361930642202199948087582015432417392730712890625	4.120786518840036	-2.3511488481728446	ITGA4;ACTB
Adipocytokine signaling pathway_Homo sapiens_hsa04920	3/70	0.263540111987100089674385117177735082805156707763671875	0.55880264486153630176801243578665889799594879150390625	0.32743647771712069971528080714051611721515655517578125	0.70099306085052293102677367642172612249851226806640625	1.7806568766727857	-2.3745944346640386	RXRA;ADIPOR1;CAMKK2
Gastric acid secretion_Homo sapiens_hsa04971	3/74	0.291276679122460857573884140947484411299228668212890625	0.5750203406814098361365950040635652840137481689453125	0.3578620684481237379515050633926875889301300048828125	0.71379631075563454434274035520502366125583648681640625	1.9350888224188565	-2.3868966041961595	ATP1A2;EZR;ACTB
Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410	3/83	0.354130562229305334565054863560362718999385833740234375	0.61977311742317786613654106986359693109989166259765625	0.425397982483783188012438358782674185931682586669921875	0.749354907606048836754553121863864362239837646484375	2.307569472138824	-2.3954639025851447	ACE;ITGA4;ACTB
Adherens junction_Homo sapiens_hsa04520	3/74	0.291276679122460857573884140947484411299228668212890625	0.5750203406814098361365950040635652840137481689453125	0.3578620684481237379515050633926875889301300048828125	0.71379631075563454434274035520502366125583648681640625	1.962555596421784	-2.420776366632005	IQGAP1;PTPRF;ACTB
Malaria_Homo sapiens_hsa05144	1/49	0.71768484330190995823528510300093330442905426025390625	0.81759319684896436530863184088957495987415313720703125	0.75450375014523218819562089265673421323299407958984375	0.8678602274965256935246316061238758265972137451171875	7.305767139228651	-2.423503728142055	LRP1
N-Glycan biosynthesis_Homo sapiens_hsa00510	1/49	0.71768484330190995823528510300093330442905426025390625	0.81759319684896436530863184088957495987415313720703125	0.75450375014523218819562089265673421323299407958984375	0.8678602274965256935246316061238758265972137451171875	7.5236854386701175	-2.4957926200629283	RPN1
PPAR signaling pathway_Homo sapiens_hsa03320	3/69	0.256655418040671878809888539763051085174083709716796875	0.55447255406899864649261644444777630269527435302734375	0.319821511837296068581082408854854293167591094970703125	0.70099306085052293102677367642172612249851226806640625	1.8504766061855837	-2.5166868215838822	RXRA;LPL;CYP8B1
Vibrio cholerae infection_Homo sapiens_hsa05110	3/51	0.1400895122467481213046625043716630898416042327880859375	0.434304460236572709153080040778149850666522979736328125	0.1864779507585457574148080084341927431523799896240234375	0.5931034822737080158816524999565444886684417724609375	1.2872364383843766	-2.530029349227637	ATP6AP1;ACTB;ATP6V1F
Viral myocarditis_Homo sapiens_hsa05416	3/59	0.189704336509198601135040007648058235645294189453125	0.5093360027928401922991952233132906258106231689453125	0.2443445055786517550178160718132858164608478546142578125	0.65829284444130886644330757917487062513828277587890625	1.5312955814612288	-2.5454551002061487	CCND1;ABL2;ACTB
Type II diabetes mellitus_Homo sapiens_hsa04930	1/48	0.71029409006847921137506318700616247951984405517578125	0.81759319684896436530863184088957495987415313720703125	0.74748554102530573306495398355764336884021759033203125	0.8678602274965256935246316061238758265972137451171875	7.47896841510858	-2.5583769707949027	PIK3R1
Intestinal immune network for IgA production_Homo sapiens_hsa04672	1/48	0.71029409006847921137506318700616247951984405517578125	0.81759319684896436530863184088957495987415313720703125	0.74748554102530573306495398355764336884021759033203125	0.8678602274965256935246316061238758265972137451171875	7.516739335203087	-2.5712975029822442	ITGA4
p53 signaling pathway_Homo sapiens_hsa04115	2/69	0.52730400806053479012547313686809502542018890380859375	0.71451253163232220089184920652769505977630615234375	0.5880364585197683791051304069696925580501556396484375	0.8028583651661229669826980170910246670246124267578125	4.0479984133482825	-2.5906300555782678	CCND2;CCND1
Amphetamine addiction_Homo sapiens_hsa05031	2/67	0.51152785720963434012986681409529410302639007568359375	0.71451253163232220089184920652769505977630615234375	0.57239054009632994723943966164370067417621612548828125	0.8028583651661229669826980170910246670246124267578125	3.93899779851479	-2.640519910099581	CREB3;ATF4
Valine, leucine and isoleucine degradation_Homo sapiens_hsa00280	1/48	0.71029409006847921137506318700616247951984405517578125	0.81759319684896436530863184088957495987415313720703125	0.74748554102530573306495398355764336884021759033203125	0.8678602274965256935246316061238758265972137451171875	7.7403903864446715	-2.6478032009919654	OXCT1
