Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Herpes simplex infection_Homo sapiens_hsa05168	3/185	0.86567232172385299993067064860952086746692657470703125	0.99138732094582160403462012254749424755573272705078125	0.87434309122243669687435385640128515660762786865234375	0.992588119968917936830621329136192798614501953125	2.585068229202766	-0.37289305048474525	POLR2A;CYCS;TAB2
MAPK signaling pathway_Homo sapiens_hsa04010	7/255	0.5018065358065058045866635438869707286357879638671875	0.99138732094582160403462012254749424755573272705078125	0.53068366723174997812151332254870794713497161865234375	0.992588119968917936830621329136192798614501953125	0.5481868451648166	-0.37799709731589415	RAP1B;RASA1;RPS6KA1;KRAS;TAB2;STK3;RASGRP3
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666	3/93	0.440348367363087522807774121247348375618457794189453125	0.99138732094582160403462012254749424755573272705078125	0.46063050939268690431305230958969332277774810791015625	0.992588119968917936830621329136192798614501953125	0.46687525076905	-0.3829260016974781	CFL2;WASL;PIP5K1C
Protein digestion and absorption_Homo sapiens_hsa04974	1/90	0.908389801748711089857124534319154918193817138671875	0.99138732094582160403462012254749424755573272705078125	0.91141117735753507389517835690639913082122802734375	0.992588119968917936830621329136192798614501953125	4.0210253010270804	-0.3863469282590195	COL18A1
Circadian rhythm_Homo sapiens_hsa04710	2/30	0.184525745745095670624635886269970797002315521240234375	0.99138732094582160403462012254749424755573272705078125	0.203151544830059094248753126521478407084941864013671875	0.992588119968917936830621329136192798614501953125	0.23025937847064235	-0.3891305857073199	CSNK1D;NR1D1
Systemic lupus erythematosus_Homo sapiens_hsa05322	2/135	0.8715900061771610918270880574709735810756683349609375	0.99138732094582160403462012254749424755573272705078125	0.8779653417391457548291100465576164424419403076171875	0.992588119968917936830621329136192798614501953125	2.8490252368411757	-0.3915590371348211	SSB;C1QC
Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008	1/89	0.90591857552260146579925503829144872725009918212890625	0.99138732094582160403462012254749424755573272705078125	0.909004428992751467575317292357794940471649169921875	0.992588119968917936830621329136192798614501953125	4.051310905337263	-0.4002932154670673	NOL6
Tuberculosis_Homo sapiens_hsa05152	5/178	0.49913111100071649861575906470534391701221466064453125	0.99138732094582160403462012254749424755573272705078125	0.5237163287401960243272469597286544740200042724609375	0.992588119968917936830621329136192798614501953125	0.607440424645973	-0.422102132567136	CEBPB;IL18;CYCS;ATP6V0D2;ATP6V0C
Ras signaling pathway_Homo sapiens_hsa04014	4/227	0.84809085798655237109500149017549119889736175537109375	0.99138732094582160403462012254749424755573272705078125	0.8595237813067464482941204551025293767452239990234375	0.992588119968917936830621329136192798614501953125	2.569608857292523	-0.423388040441546	RAP1B;RASA1;KRAS;RASGRP3
Transcriptional misregulation in cancer_Homo sapiens_hsa05202	5/180	0.5089924742017923886550079259905032813549041748046875	0.99138732094582160403462012254749424755573272705078125	0.53345403797870305506734212031005881726741790771484375	0.992588119968917936830621329136192798614501953125	0.6293699586008169	-0.4250274093914052	CEBPA;CEBPB;RXRA;ASPSCR1;MLLT1
Insulin signaling pathway_Homo sapiens_hsa04910	4/139	0.49439743320207718557668385983561165630817413330078125	0.99138732094582160403462012254749424755573272705078125	0.516624906386374593836308122263289988040924072265625	0.992588119968917936830621329136192798614501953125	0.6131578276757466	-0.4319179173683641	EIF4EBP1;KRAS;PPARGC1A;PTPRF
TGF-beta signaling pathway_Homo sapiens_hsa04350	1/84	0.89252799118014769508278050125227309763431549072265625	0.99138732094582160403462012254749424755573272705078125	0.8959596050717681947617165860719978809356689453125	0.992588119968917936830621329136192798614501953125	3.822178969535471	-0.4345718232233733	FST
Glycerophospholipid metabolism_Homo sapiens_hsa00564	3/95	0.454073116778139385107948555742041207849979400634765625	0.99138732094582160403462012254749424755573272705078125	0.47419552434811851338025689983624033629894256591796875	0.992588119968917936830621329136192798614501953125	0.55309056690477	-0.43666336748950824	CDIPT;CRLS1;ETNPPL
Dopaminergic synapse_Homo sapiens_hsa04728	2/129	0.85459373320111964300593854204635135829448699951171875	0.99138732094582160403462012254749424755573272705078125	0.8615822010773037664677076463703997433185577392578125	0.992588119968917936830621329136192798614501953125	2.885522367506698	-0.45339950037341803	CREB3L3;ATF6B
Rap1 signaling pathway_Homo sapiens_hsa04015	4/211	0.80552093905491595204892973924870602786540985107421875	0.99138732094582160403462012254749424755573272705078125	0.81896568212103237893728646668023429811000823974609375	0.992588119968917936830621329136192798614501953125	2.1093039420406736	-0.4561708984499585	RAP1B;KRAS;BCAR1;RASGRP3
cGMP-PKG signaling pathway_Homo sapiens_hsa04022	3/167	0.81587582029234695379926733949105255305767059326171875	0.99138732094582160403462012254749424755573272705078125	0.82666166478925529048638054518960416316986083984375	0.992588119968917936830621329136192798614501953125	2.295252681929547	-0.46706812166022754	CREB3L3;ATF6B;VDAC3
Chemical carcinogenesis_Homo sapiens_hsa05204	1/82	0.88665357080800399902642539018415845930576324462890625	0.99138732094582160403462012254749424755573272705078125	0.89023520198890115917578214066452346742153167724609375	0.992588119968917936830621329136192798614501953125	3.8995781388585034	-0.46912289913096356	GSTA2
Pathways in cancer_Homo sapiens_hsa05200	8/397	0.81846737687366577507219744802569039165973663330078125	0.99138732094582160403462012254749424755573272705078125	0.8386005562276881430960884244996123015880584716796875	0.992588119968917936830621329136192798614501953125	2.348019202292601	-0.47035929256805087	CEBPA;RXRA;TRAF4;DVL1;CYCS;KRAS;ARHGEF1;RASGRP3
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514	4/142	0.51110426032442124455457133080926723778247833251953125	0.99138732094582160403462012254749424755573272705078125	0.53309508969114027809865774543141014873981475830078125	0.992588119968917936830621329136192798614501953125	0.7296665951283995	-0.4897388494391298	CLDN3;SDC2;SDC3;PTPRF
Platelet activation_Homo sapiens_hsa04611	2/122	0.832189101178566925653967700782231986522674560546875	0.99138732094582160403462012254749424755573272705078125	0.83995448804552186317096129641868174076080322265625	0.992588119968917936830621329136192798614501953125	2.6752243689085735	-0.4914268891765143	RAP1B;ARHGEF1
Estrogen signaling pathway_Homo sapiens_hsa04915	3/99	0.48108671228004762365770830001565627753734588623046875	0.99138732094582160403462012254749424755573272705078125	0.500848290430330411737713802722282707691192626953125	0.992588119968917936830621329136192798614501953125	0.7241502026529966	-0.5298663155274367	CREB3L3;ATF6B;KRAS
Toxoplasmosis_Homo sapiens_hsa05145	2/118	0.8180302330342950067887386467191390693187713623046875	0.99138732094582160403462012254749424755573272705078125	0.8262702434984279253882277771481312811374664306640625	0.992588119968917936830621329136192798614501953125	2.6915312108372373	-0.5406101481042619	CYCS;TAB2
Melanogenesis_Homo sapiens_hsa04916	3/100	0.48774186368197380847533395353821106255054473876953125	0.99138732094582160403462012254749424755573272705078125	0.50740539012423091502768102145637385547161102294921875	0.992588119968917936830621329136192798614501953125	0.7726250817826001	-0.5547208426212791	CREB3L3;DVL1;KRAS
Phosphatidylinositol signaling system_Homo sapiens_hsa04070	3/98	0.4743910552827215187932097251177765429019927978515625	0.99138732094582160403462012254749424755573272705078125	0.494247676554422088468498941438156180083751678466796875	0.992588119968917936830621329136192798614501953125	0.7576272145723639	-0.5649802562235728	IMPAD1;PIP5K1C;CDIPT
Epstein-Barr virus infection_Homo sapiens_hsa05169	5/202	0.61143938951644372092886214886675588786602020263671875	0.99138732094582160403462012254749424755573272705078125	0.63396634322665501581894886840018443763256072998046875	0.992588119968917936830621329136192798614501953125	1.1889537304176454	-0.5848932400364568	NCOR2;NUP214;POLR2A;PSMD3;TAB2
Cholinergic synapse_Homo sapiens_hsa04725	2/111	0.79066717526398877513571505915024317800998687744140625	0.99138732094582160403462012254749424755573272705078125	0.799792338030989480301968796993605792522430419921875	0.992588119968917936830621329136192798614501953125	2.5074286040415714	-0.5889402275844265	CREB3L3;KRAS
Apoptosis_Homo sapiens_hsa04210	3/140	0.7126936903142324641891036662855185568332672119140625	0.99138732094582160403462012254749424755573272705078125	0.7271264537340880185212199648958630859851837158203125	0.992588119968917936830621329136192798614501953125	1.7657191043899683	-0.5980553426046716	ENDOG;CYCS;KRAS
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550	3/142	0.72164457241872248527414512864197604358196258544921875	0.99138732094582160403462012254749424755573272705078125	0.7357945127376677163510976242832839488983154296875	0.992588119968917936830621329136192798614501953125	1.862910251424469	-0.6077233201004443	DVL1;KRAS;HNF1A
Alcoholism_Homo sapiens_hsa05034	4/179	0.69201232986177785289072517116437666118144989013671875	0.99138732094582160403462012254749424755573272705078125	0.70975518422429140219520604659919627010822296142578125	0.992588119968917936830621329136192798614501953125	1.656749801513055	-0.6099349341672924	CREB3L3;ATF6B;KRAS;SLC29A1
Chronic myeloid leukemia_Homo sapiens_hsa05220	1/73	0.855992573367029496722580006462521851062774658203125	0.99138732094582160403462012254749424755573272705078125	0.860345140259463736498446451150812208652496337890625	0.992588119968917936830621329136192798614501953125	3.9569239578601305	-0.6152762674494409	KRAS
Influenza A_Homo sapiens_hsa05164	4/175	0.67497188749981884559048239680123515427112579345703125	0.99138732094582160403462012254749424755573272705078125	0.6932453777086686752539890221669338643550872802734375	0.992588119968917936830621329136192798614501953125	1.6033297821990853	-0.630243664296052	CPSF4;IL18;CYCS;FURIN
Phagosome_Homo sapiens_hsa04145	4/154	0.57521056868217090851658213068731129169464111328125	0.99138732094582160403462012254749424755573272705078125	0.59604478985876230279217224961030296981334686279296875	0.992588119968917936830621329136192798614501953125	1.150122175618683	-0.6360395290914836	SCARB1;TUBB4B;ATP6V0D2;ATP6V0C
Leishmaniasis_Homo sapiens_hsa05140	1/73	0.855992573367029496722580006462521851062774658203125	0.99138732094582160403462012254749424755573272705078125	0.860345140259463736498446451150812208652496337890625	0.992588119968917936830621329136192798614501953125	4.1289100010132715	-0.6420189928117673	TAB2
Proteoglycans in cancer_Homo sapiens_hsa05205	5/203	0.61579506088420143949946350403479300439357757568359375	0.99138732094582160403462012254749424755573272705078125	0.638213786182047382311566252610646188259124755859375	0.992588119968917936830621329136192798614501953125	1.3255893657563769	-0.6427001587499156	CAV2;SDC2;PXN;KRAS;ARHGEF1
Metabolism of xenobiotics by cytochrome P450_Homo sapiens_hsa00980	1/73	0.855992573367029496722580006462521851062774658203125	0.99138732094582160403462012254749424755573272705078125	0.860345140259463736498446451150812208652496337890625	0.992588119968917936830621329136192798614501953125	4.3005997873485375	-0.6687156521412233	GSTA2
T cell receptor signaling pathway_Homo sapiens_hsa04660	2/104	0.7597418699939832986700594119611196219921112060546875	0.99138732094582160403462012254749424755573272705078125	0.76982130561727524220572149715735577046871185302734375	0.992588119968917936830621329136192798614501953125	2.434847113866573	-0.6690388851941205	DLG1;KRAS
Melanoma_Homo sapiens_hsa05218	1/71	0.8481256482829955256619314241106621921062469482421875	0.99138732094582160403462012254749424755573272705078125	0.85267354135273887294488304178230464458465576171875	0.992588119968917936830621329136192798614501953125	4.097750284270416	-0.6750079967251639	KRAS
Bladder cancer_Homo sapiens_hsa05219	2/41	0.29111191348927023536674596471129916608333587646484375	0.99138732094582160403462012254749424755573272705078125	0.310102457454940694248080035322345793247222900390625	0.992588119968917936830621329136192798614501953125	0.5488457566856446	-0.6773017357381002	KRAS;TYMP
Glucagon signaling pathway_Homo sapiens_hsa04922	2/101	0.74531993145488917296148656532750464975833892822265625	0.99138732094582160403462012254749424755573272705078125	0.7558289268449083220247075587394647300243377685546875	0.992588119968917936830621329136192798614501953125	2.3692574244207014	-0.6964235896399877	CREB3L3;PPARGC1A
Pyrimidine metabolism_Homo sapiens_hsa00240	3/105	0.520372351649161846154356680926866829395294189453125	0.99138732094582160403462012254749424755573272705078125	0.53950478068405505194249371925252489745616912841796875	0.992588119968917936830621329136192798614501953125	1.0765688097856527	-0.7032262257814446	UCK1;POLR2A;TYMP
Carbon metabolism_Homo sapiens_hsa01200	3/113	0.5701269329048184175690039410255849361419677734375	0.99138732094582160403462012254749424755573272705078125	0.5882954084401539329718389126355759799480438232421875	0.992588119968917936830621329136192798614501953125	1.2631220868647985	-0.70974356849728	SHMT2;ESD;TALDO1
Neurotrophin signaling pathway_Homo sapiens_hsa04722	3/120	0.6109517706944196380192124706809408962726593017578125	0.99138732094582160403462012254749424755573272705078125	0.62819634329624973734240711564780212938785552978515625	0.992588119968917936830621329136192798614501953125	1.4600468684530532	-0.7194194904542897	RAP1B;RPS6KA1;KRAS
Fc epsilon RI signaling pathway_Homo sapiens_hsa04664	1/68	0.83551384302572750950588442719890736043453216552734375	0.99138732094582160403462012254749424755573272705078125	0.84037334544200181785100767228868789970874786376953125	0.992588119968917936830621329136192798614501953125	4.165317062972496	-0.7485423088105103	KRAS
Central carbon metabolism in cancer_Homo sapiens_hsa05230	1/67	0.8310817842839048896763642915175296366214752197265625	0.99138732094582160403462012254749424755573272705078125	0.836050410977958069480564518016763031482696533203125	0.992588119968917936830621329136192798614501953125	4.078848695837405	-0.7546974323897726	KRAS
Drug metabolism - cytochrome P450_Homo sapiens_hsa00982	1/69	0.83982983035081193445847702605533413589000701904296875	0.99138732094582160403462012254749424755573272705078125	0.8445828855014119174171582926646806299686431884765625	0.992588119968917936830621329136192798614501953125	4.474793514342154	-0.7811020145511323	GSTA2
Regulation of autophagy_Homo sapiens_hsa04140	2/39	0.271616920783767590297230754003976471722126007080078125	0.99138732094582160403462012254749424755573272705078125	0.29065848497866098032460513422847725450992584228515625	0.992588119968917936830621329136192798614501953125	0.6191120177548328	-0.8069274397764293	ATG3;ATG4D
Pancreatic cancer_Homo sapiens_hsa05212	1/66	0.82653053871781356765069403991219587624073028564453125	0.99138732094582160403462012254749424755573272705078125	0.8316110443300235299801670407759957015514373779296875	0.992588119968917936830621329136192798614501953125	4.344231008840443	-0.8276559973221376	KRAS
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213	1/64	0.81705760618901590586204974897555075585842132568359375	0.99138732094582160403462012254749424755573272705078125	0.82237045645682849137614311985089443624019622802734375	0.992588119968917936830621329136192798614501953125	4.243144182310869	-0.8573089397574978	KRAS
ErbB signaling pathway_Homo sapiens_hsa04012	2/87	0.667942575886808054264065503957681357860565185546875	0.99138732094582160403462012254749424755573272705078125	0.68060146708903090928544088455964811146259307861328125	0.992588119968917936830621329136192798614501953125	2.13906640439549	-0.8632268216618425	EIF4EBP1;KRAS
Glioma_Homo sapiens_hsa05214	1/65	0.821856907619536780629232453065924346446990966796875	0.99138732094582160403462012254749424755573272705078125	0.82705212674468364664193131829961203038692474365234375	0.992588119968917936830621329136192798614501953125	4.416250057373257	-0.8664195827035123	KRAS
Retinol metabolism_Homo sapiens_hsa00830	1/65	0.821856907619536780629232453065924346446990966796875	0.99138732094582160403462012254749424755573272705078125	0.82705212674468364664193131829961203038692474365234375	0.992588119968917936830621329136192798614501953125	4.420450432535444	-0.8672436500112826	RDH11
Cytosolic DNA-sensing pathway_Homo sapiens_hsa04623	1/64	0.81705760618901590586204974897555075585842132568359375	0.99138732094582160403462012254749424755573272705078125	0.82237045645682849137614311985089443624019622802734375	0.992588119968917936830621329136192798614501953125	4.3064895131630205	-0.8701075900267587	IL18
Prostate cancer_Homo sapiens_hsa05215	2/89	0.68005813622604183166231450741179287433624267578125	0.99138732094582160403462012254749424755573272705078125	0.69239707659266702677314242464490234851837158203125	0.992588119968917936830621329136192798614501953125	2.2566618697472935	-0.8701168912218646	CREB3L3;KRAS
Shigellosis_Homo sapiens_hsa05131	1/65	0.821856907619536780629232453065924346446990966796875	0.99138732094582160403462012254749424755573272705078125	0.82705212674468364664193131829961203038692474365234375	0.992588119968917936830621329136192798614501953125	4.437854595670932	-0.8706581549793555	WASL
Inflammatory bowel disease (IBD)_Homo sapiens_hsa05321	1/65	0.821856907619536780629232453065924346446990966796875	0.99138732094582160403462012254749424755573272705078125	0.82705212674468364664193131829961203038692474365234375	0.992588119968917936830621329136192798614501953125	4.599323148744938	-0.9023365052893766	IL18
Glycine, serine and threonine metabolism_Homo sapiens_hsa00260	2/40	0.281369929855296907472705925101763568818569183349609375	0.99138732094582160403462012254749424755573272705078125	0.300391352002180422875454723907751031219959259033203125	0.992588119968917936830621329136192798614501953125	0.7370100553917284	-0.9345913954209127	SHMT2;SARDH
ABC transporters_Homo sapiens_hsa02010	2/44	0.320212496738278284968970410773181356489658355712890625	0.99138732094582160403462012254749424755573272705078125	0.339051879822842128220372615032829344272613525390625	0.992588119968917936830621329136192798614501953125	0.8356518021157339	-0.9516155797969305	ABCA2;ABCA7
Insulin secretion_Homo sapiens_hsa04911	2/85	0.65545928832432809318930821973481215536594390869140625	0.99138732094582160403462012254749424755573272705078125	0.66844148256175783817667479524970985949039459228515625	0.992588119968917936830621329136192798614501953125	2.2577352319965542	-0.9537104520612545	CREB3L3;ATF6B
Long-term depression_Homo sapiens_hsa04730	1/60	0.79653487890857166409119827221729792654514312744140625	0.99138732094582160403462012254749424755573272705078125	0.80234917971936903224872139617218635976314544677734375	0.992588119968917936830621329136192798614501953125	4.232370736654159	-0.9627981498886642	KRAS
Nucleotide excision repair_Homo sapiens_hsa03420	2/47	0.3490136733905526700283417085302062332630157470703125	0.99138732094582160403462012254749424755573272705078125	0.367625420616522091687983220253954641520977020263671875	0.992588119968917936830621329136192798614501953125	0.9272605137604032	-0.9760753820202948	XPA;CUL4B
Cysteine and methionine metabolism_Homo sapiens_hsa00270	2/45	0.329852735264448637675371855948469601571559906005859375	0.99138732094582160403462012254749424755573272705078125	0.348624058433248062982556803035549819469451904296875	0.992588119968917936830621329136192798614501953125	0.8908430931293015	-0.988042075160837	MPST;SRM
Peroxisome_Homo sapiens_hsa04146	2/83	0.6426042207148701113084143798914737999439239501953125	0.99138732094582160403462012254749424755573272705078125	0.65591260674033191602205761228105984628200531005859375	0.992588119968917936830621329136192798614501953125	2.2587895269357134	-0.9988960539712981	ACOT8;PEX14
Cocaine addiction_Homo sapiens_hsa05030	2/49	0.36798598457964637464812085454468615353107452392578125	0.99138732094582160403462012254749424755573272705078125	0.38640997776792662676825784728862345218658447265625	0.992588119968917936830621329136192798614501953125	1.0316061528710783	-1.0313074274999088	CREB3L3;ATF6B
Drug metabolism - other enzymes_Homo sapiens_hsa00983	2/46	0.339454655285664930186584342663991264998912811279296875	0.99138732094582160403462012254749424755573272705078125	0.358149939670016570492094842848018743097782135009765625	0.992588119968917936830621329136192798614501953125	0.9756359756096252	-1.054091649051243	UCK1;TYMP
RNA degradation_Homo sapiens_hsa03018	2/77	0.60177802346879938344414995299302972853183746337890625	0.99138732094582160403462012254749424755573272705078125	0.61607670457226582083620769481058232486248016357421875	0.992588119968917936830621329136192798614501953125	2.087964581632699	-1.0604075428387194	CNOT7;C1D
Prolactin signaling pathway_Homo sapiens_hsa04917	2/72	0.5651435468166450259985822413000278174877166748046875	0.99138732094582160403462012254749424755573272705078125	0.5802704093859218925643972397665493190288543701171875	0.992588119968917936830621329136192798614501953125	1.884892163142512	-1.075661805812587	KRAS;PRLR
mTOR signaling pathway_Homo sapiens_hsa04150	2/60	0.467729878449067826284846205453504808247089385986328125	0.99138732094582160403462012254749424755573272705078125	0.48475640873994574331362628072383813560009002685546875	0.992588119968917936830621329136192798614501953125	1.4198252244030418	-1.0788745464073144	RPS6KA1;EIF4EBP1
B cell receptor signaling pathway_Homo sapiens_hsa04662	2/73	0.572660466373205334633667007437907159328460693359375	0.99138732094582160403462012254749424755573272705078125	0.587622174506538641480801743455231189727783203125	0.992588119968917936830621329136192798614501953125	1.9760660816120554	-1.1015823274328542	KRAS;RASGRP3
Non-small cell lung cancer_Homo sapiens_hsa05223	2/56	0.43248103536637716448609580766060389578342437744140625	0.99138732094582160403462012254749424755573272705078125	0.45007283777014805981053768846322782337665557861328125	0.992588119968917936830621329136192798614501953125	1.3242600357330176	-1.1100170127451985	RXRA;KRAS
Adipocytokine signaling pathway_Homo sapiens_hsa04920	2/70	0.54982627257259075737039211162482388317584991455078125	0.99138732094582160403462012254749424755573272705078125	0.56528185037535561008326112641952931880950927734375	0.992588119968917936830621329136192798614501953125	1.8817605464555593	-1.1255805631611815	RXRA;PPARGC1A
Complement and coagulation cascades_Homo sapiens_hsa04610	2/79	0.61576585429746033550912898135720752179622650146484375	0.99138732094582160403462012254749424755573272705078125	0.6297331164707726802731713178218342363834381103515625	0.992588119968917936830621329136192798614501953125	2.349767878477652	-1.1393754087079837	F12;C1QC
Arginine and proline metabolism_Homo sapiens_hsa00330	2/50	0.37739139342062399951061024694354273378849029541015625	0.99138732094582160403462012254749424755573272705078125	0.395712026838548169838105650342185981571674346923828125	0.992588119968917936830621329136192798614501953125	1.1817194910229198	-1.1515530890887236	AGMAT;SRM
Bile secretion_Homo sapiens_hsa04976	2/71	0.55753203259807759817334726903936825692653656005859375	0.99138732094582160403462012254749424755573272705078125	0.57282356328917460874805556159117259085178375244140625	0.992588119968917936830621329136192798614501953125	1.9718369988203683	-1.1520168194483646	SCARB1;RXRA
VEGF signaling pathway_Homo sapiens_hsa04370	2/61	0.47633751185338024658477706907433457672595977783203125	0.99138732094582160403462012254749424755573272705078125	0.4932154126916088454635200832854025065898895263671875	0.992588119968917936830621329136192798614501953125	1.5593988785662927	-1.1564948344397297	PXN;KRAS
Biosynthesis of amino acids_Homo sapiens_hsa01230	2/74	0.580082524848935410233252696343697607517242431640625	0.99138732094582160403462012254749424755573272705078125	0.59487871991043295150092262701946310698986053466796875	0.992588119968917936830621329136192798614501953125	2.1244078251088103	-1.1569204258445251	SHMT2;TALDO1
Pertussis_Homo sapiens_hsa05133	2/75	0.587409534366055918752635989221744239330291748046875	0.99138732094582160403462012254749424755573272705078125	0.60203997856788316056508847395889461040496826171875	0.992588119968917936830621329136192798614501953125	2.190104176158691	-1.1652077584008589	CFL2;C1QC
Staphylococcus aureus infection_Homo sapiens_hsa05150	1/56	0.77371477452228487603491657864651642739772796630859375	0.99138732094582160403462012254749424755573272705078125	0.78008456819516813762760421013808809220790863037109375	0.992588119968917936830621329136192798614501953125	4.566222404288489	-1.1714734066001615	C1QC
Adherens junction_Homo sapiens_hsa04520	2/74	0.580082524848935410233252696343697607517242431640625	0.99138732094582160403462012254749424755573272705078125	0.59487871991043295150092262701946310698986053466796875	0.992588119968917936830621329136192798614501953125	2.1643136483903787	-1.1786525346792418	WASL;PTPRF
Vibrio cholerae infection_Homo sapiens_hsa05110	2/51	0.386738111707060905342103751536342315375804901123046875	0.99138732094582160403462012254749424755573272705078125	0.40494960277930192038553514066734351217746734619140625	0.992588119968917936830621329136192798614501953125	1.2419377953913782	-1.179850256124059	ATP6V0D2;ATP6V0C
Renal cell carcinoma_Homo sapiens_hsa05211	2/66	0.5180708817000254651219393053906969726085662841796875	0.99138732094582160403462012254749424755573272705078125	0.53417347802132864043045401558629237115383148193359375	0.992588119968917936830621329136192798614501953125	1.8043864214649545	-1.186642476172979	RAP1B;KRAS
N-Glycan biosynthesis_Homo sapiens_hsa00510	2/49	0.36798598457964637464812085454468615353107452392578125	0.99138732094582160403462012254749424755573272705078125	0.38640997776792662676825784728862345218658447265625	0.992588119968917936830621329136192798614501953125	1.191362757074873	-1.1910177704917528	DAD1;DDOST
p53 signaling pathway_Homo sapiens_hsa04115	2/69	0.5420267024179958870178097640746273100376129150390625	0.99138732094582160403462012254749424755573272705078125	0.5576455641934445761620509074418805539608001708984375	0.992588119968917936830621329136192798614501953125	2.004059832308449	-1.227366428353283	SESN2;CYCS
Amphetamine addiction_Homo sapiens_hsa05031	2/67	0.5261483343665867007388214915408752858638763427734375	0.99138732094582160403462012254749424755573272705078125	0.5420908674288218431769337257719598710536956787109375	0.992588119968917936830621329136192798614501953125	1.9407515550756875	-1.2462965046143029	CREB3L3;ATF6B
Pathogenic Escherichia coli infection_Homo sapiens_hsa05130	2/55	0.423474021738483141774622708908282220363616943359375	0.99138732094582160403462012254749424755573272705078125	0.44119849299569657841146863574977032840251922607421875	0.992588119968917936830621329136192798614501953125	1.4599058271845555	-1.254443219320042	WASL;TUBB4B
Viral myocarditis_Homo sapiens_hsa05416	2/59	0.45903861697327330571027914629667066037654876708984375	0.99138732094582160403462012254749424755573272705078125	0.4762111068407495206855628566700033843517303466796875	0.992588119968917936830621329136192798614501953125	1.6137546092193464	-1.2565031301483864	CXADR;CYCS
Colorectal cancer_Homo sapiens_hsa05210	2/62	0.484859942425347856254091993832844309508800506591796875	0.99138732094582160403462012254749424755573272705078125	0.5015867804778693095357766651432029902935028076171875	0.992588119968917936830621329136192798614501953125	1.73789386870204	-1.2580530440067748	CYCS;KRAS
Starch and sucrose metabolism_Homo sapiens_hsa00500	1/56	0.77371477452228487603491657864651642739772796630859375	0.99138732094582160403462012254749424755573272705078125	0.78008456819516813762760421013808809220790863037109375	0.992588119968917936830621329136192798614501953125	5.074531049274422	-1.30188099677508	GAA
Basal cell carcinoma_Homo sapiens_hsa05217	1/55	0.76762131493188989761478069340228103101253509521484375	0.99138732094582160403462012254749424755573272705078125	0.77413919844775891387911315177916549146175384521484375	0.992588119968917936830621329136192798614501953125	4.924288966759309	-1.302271289788145	DVL1
Endometrial cancer_Homo sapiens_hsa05213	1/52	0.74834066487467920669729437577188946306705474853515625	0.99138732094582160403462012254749424755573272705078125	0.755326754274380451903425637283362448215484619140625	0.992588119968917936830621329136192798614501953125	4.603348397423983	-1.3344967539337793	KRAS
Lysine degradation_Homo sapiens_hsa00310	1/52	0.74834066487467920669729437577188946306705474853515625	0.99138732094582160403462012254749424755573272705078125	0.755326754274380451903425637283362448215484619140625	0.992588119968917936830621329136192798614501953125	4.94811486528319	-1.4344435084485563	PLOD1
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014	1/51	0.74156532094954485945237365740467794239521026611328125	0.99138732094582160403462012254749424755573272705078125	0.74871586462367323289157639010227285325527191162109375	0.992588119968917936830621329136192798614501953125	4.904642863701004	-1.4664491178929948	CYCS
Mineral absorption_Homo sapiens_hsa04978	1/51	0.74156532094954485945237365740467794239521026611328125	0.99138732094582160403462012254749424755573272705078125	0.74871586462367323289157639010227285325527191162109375	0.992588119968917936830621329136192798614501953125	5.111282556595287	-1.5282327387982364	SLC39A4
Ovarian steroidogenesis_Homo sapiens_hsa04913	1/50	0.7346079246436916232454450437217019498348236083984375	0.99138732094582160403462012254749424755573272705078125	0.74192732928581051066174723018775694072246551513671875	0.992588119968917936830621329136192798614501953125	5.026639824462292	-1.5503080006956316	SCARB1
Hedgehog signaling pathway_Homo sapiens_hsa04340	1/50	0.7346079246436916232454450437217019498348236083984375	0.99138732094582160403462012254749424755573272705078125	0.74192732928581051066174723018775694072246551513671875	0.992588119968917936830621329136192798614501953125	5.039554852173626	-1.5542912323353144	CSNK1D
Amino sugar and nucleotide sugar metabolism_Homo sapiens_hsa00520	1/48	0.72012731627743831186450051973224617540836334228515625	0.99138732094582160403462012254749424755573272705078125	0.7277982056381964159896824639872647821903228759765625	0.992588119968917936830621329136192798614501953125	5.052635401256995	-1.65891790898704	GALE
Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961	1/47	0.71259394451524349367588229142711497843265533447265625	0.99138732094582160403462012254749424755573272705078125	0.72044774064349004216722960336483083665370941162109375	0.992588119968917936830621329136192798614501953125	5.062286245699454	-1.7153229088624464	AP2A1
Valine, leucine and isoleucine degradation_Homo sapiens_hsa00280	1/48	0.72012731627743831186450051973224617540836334228515625	0.99138732094582160403462012254749424755573272705078125	0.7277982056381964159896824639872647821903228759765625	0.992588119968917936830621329136192798614501953125	5.299552230976599	-1.739987433764199	BCKDHA
Basal transcription factors_Homo sapiens_hsa03022	1/45	0.69691463886486182399693234401638619601726531982421875	0.99138732094582160403462012254749424755573272705078125	0.7051493206092140919594157821848057210445404052734375	0.992588119968917936830621329136192798614501953125	5.253823502968461	-1.897115449265492	TAF7
